case_id,n_voters,c1,c3,c5,max_block,n_block_holders,ss_max,ss_controlled,ss_top1,n_voters_in_ss,taxonomy,controller_type
case-dynamic-calibration-capo-param,175,0.42802413335787615,0.8404467960835643,0.9160864467005798,0.42802413335787615,3,0.4445,False,0.4445,50,widely_held_block,delegate_block
case-dynamic-risk-parameters,8,0.8438144548560553,0.9616865491837944,0.9996887766550975,0.8438144548560553,2,1.0,True,1.0,8,controlled,whale_control
case-e-mode-specific-supply-and-bor,3086,0.2761782074193728,0.505589742628899,0.7007523915895306,0.2761782074193728,8,0.3342,False,0.3342,50,widely_held_block,delegate_block
case-enable-$axs-collateral,364,0.36812835889754186,0.7641535220729765,0.9497776424274793,0.36812835889754186,5,0.4646,False,0.4646,50,widely_held_block,delegate_block
case-enable-$clout-collateral,54,0.3329209860126523,0.6534382235279032,0.8222728450428521,0.3329209860126523,5,0.4111,False,0.4111,50,widely_held_block,delegate_block
case-enable-ageur-collateral,1192,0.6791242686931888,0.9684406807713561,0.984071340009327,0.6791242686931888,2,1.0,True,1.0,50,controlled,whale_control
case-enable-borrowing-renfil,1,1.0,1.0,1.0,1.0,1,1.0,True,1.0,1,controlled,whale_control
case-enable-metis-collateral,985,0.3526927822396436,0.6500189166880399,0.8380894420138214,0.3526927822396436,6,0.4733,False,0.4733,50,widely_held_block,delegate_block
case-enable-search-uns,8220,0.5140630241510996,0.9731636817197405,0.9875315962370117,0.5140630241510996,3,1.0,True,1.0,50,controlled,whale_control
case-enable-tbtc/wbtc-liquid-e-mode,230,0.3819799978128387,0.6997134035128373,0.8716050815174685,0.3819799978128387,5,0.4805,False,0.4805,50,widely_held_block,delegate_block
case-enabling-usdt-collateral,13918,0.11819550064083546,0.31278054566623875,0.46212332998381855,0.11819550064083546,10,0.1261,False,0.1261,50,widely_held_block,delegate_block
case-end-date-for-the-lend,89,0.5566383187406685,0.8970146416583651,0.9563031306165347,0.5566383187406685,3,1.0,True,1.0,50,controlled,whale_control
case-endorse-the-asset-classificati,109,0.5278364527288892,0.8415302115747969,0.9321687621386365,0.5278364527288892,3,1.0,True,1.0,50,controlled,whale_control
case-enhancing-aave-dao's-liquidity,12653,0.11242866997027101,0.3005891411848712,0.4439074238696562,0.11242866997027101,8,0.1188,False,0.1188,50,widely_held_block,delegate_block
case-ethereum-collector-contract-co,5814,0.1558505414975977,0.4517794379075461,0.6993159292835925,0.1558505414975977,8,0.1669,False,0.1669,50,widely_held_block,delegate_block
case-extend-safety-module-coverage,15563,0.19651590322176993,0.4927425110432716,0.7506497636947329,0.19651590322176993,7,0.2047,False,0.2047,50,widely_held_block,delegate_block
case-fixed-rep-price-feed,11,0.24709795402532603,0.5417265294809682,0.7617201259332321,0.24709795402532603,7,0.2916,False,0.2916,11,widely_held_block,delegate_block
case-flashminter-facilitator-approv,1985,0.3401191144830648,0.6210925041083181,0.8600438434895178,0.3401191144830648,7,0.4561,False,0.4561,50,widely_held_block,delegate_block
case-focussing-the-aave-multichain,80,0.43703741251810757,0.7620145191640574,0.9212898758936108,0.43703741251810757,5,0.5847,False,0.5847,50,widely_held_block,delegate_block
case-framework-for-arfc-and-temp,13192,0.3873907479308565,0.6613731203093602,0.8828327524269287,0.3873907479308565,6,0.5582,False,0.5582,50,widely_held_block,delegate_block
case-freeze-busd-aave,10207,0.36620673351150207,0.6326523403197117,0.8834471778294865,0.36620673351150207,6,0.4912,False,0.4912,50,widely_held_block,delegate_block
case-freeze-price-feeds,13179,0.14686572331530673,0.30943165031452485,0.4377334006783256,0.14686572331530673,8,0.1669,False,0.1669,50,widely_held_block,delegate_block
"case-freeze-steth,-increase-steth-l",10,0.9998715409098572,0.999921928484406,0.9999476437122122,0.9998715409098572,1,1.0,True,1.0,10,controlled,whale_control
case-fund-usdc-usdt-gsm,445,0.30614553409554024,0.7131313794177544,0.8534285710007099,0.30614553409554024,5,0.3172,False,0.3172,50,widely_held_block,delegate_block
case-funding-update,2019,0.33127911873739,0.6105433381778721,0.7987685226398414,0.33127911873739,6,0.4229,False,0.4229,50,widely_held_block,delegate_block
case-further-increase-gho-borrow-ra,1751,0.12873641372995548,0.3239220717982775,0.49275411627073756,0.12873641372995548,8,0.1442,False,0.1442,50,widely_held_block,delegate_block
case-gas-fee-rebate-for-on-chain,17271,0.3492637541454184,0.6411568776524479,0.8892086382930854,0.3492637541454184,6,0.4246,False,0.4246,50,widely_held_block,delegate_block
case-gas-rebate-for-recognized-dele,1866,0.36689324820646585,0.6257071285052876,0.8620989260299445,0.36689324820646585,7,0.453,False,0.453,50,widely_held_block,delegate_block
case-gauntlet-aave-renewal-2023,2627,0.0897249982277601,0.23041069924928992,0.34963299110054774,0.0897249982277601,8,0.098,False,0.098,50,widely_held_block,delegate_block
case-gauntlet-cap-recommendations-f,1229,0.1636994390850553,0.3673260729777224,0.4832810918110765,0.1636994390850553,6,0.1761,False,0.1761,50,widely_held_block,delegate_block
case-gauntlet-interest-rate-recomme,14650,0.11428459096988786,0.32456939636196624,0.4501664336793849,0.11428459096988786,4,0.1263,False,0.1263,50,widely_held_block,delegate_block
case-gauntlet-recommendation-for-ma,14307,0.17054853320851432,0.3208916906950331,0.4420968937085494,0.17054853320851432,6,0.1955,False,0.1955,50,widely_held_block,delegate_block
case-gauntlet-recommendation-for-we,12688,0.11229201548900723,0.2619829381321096,0.41063977340424646,0.11229201548900723,10,0.1181,False,0.1181,50,widely_held_block,delegate_block
case-gauntlet-recommendation-lower-,1259,0.11774875468377577,0.275105699372423,0.4021482220309695,0.11774875468377577,5,0.13,False,0.13,50,widely_held_block,delegate_block
